"","ResponseId","Duration (in seconds)","party","party_4_TEXT","anes_rep","anes_dem","anes_ind","anes_ind_force","SPV_1_meta_out_2","SPV_2_meta_out_2","SPV_3_meta_out_1","SPV_4_meta_out_2","out_corr_time_Page Submit","out_cont_time_Page Submit","manip_ck_1","SPV_1_2","SPV_2_2","SPV_3_1","SPV_4_2","ESPV_1_2","ESPV_2_2","ESPV_3_1","ft_rep_1","ft_dem_1","CSV_1_1","CSV_2_1","CSV_3_1","ancodi_1","ancodi_2","ancodi_3","rep_violence_1","dem_violence_1","sd_marriage_1","sd_friend_1","sd_work_1","sd_carpool_1","YOB","Gender","race","education","polit","religious","region","employed","income","ladder","screen_reason","condition","Inparty","Outparty","IP_dup","MID_dup","gc","SPV_self","SPV_meta_out","ESPV_avg","CSV_avg","ancodi","sd_avg","ft_out","ft_in","ft_diff","out_violence","in_violence","gender","age","stren","Education","Race","SPV_meta_over"
"511","R_3ER9AqoPoYBBDkY",547,2,NA,NA,2,NA,NA,74,61,74,72,NA,12.727,72,1,1,28,41,60,0,65,41,66,1,51,56,42,51,12,61,1,19,24,2,31,1972,2,"white","Some college",3,2,4,3,65000,6,"none","out_control","Democrat","Republican",0,0,1,17.75,70.25,41.6666666666667,36,35,19,41,66,25,61,1,"Female",48,"Not strong","Some college","white",59.95
"512","R_3oyUGkSu3giWoUy",362,2,NA,NA,1,NA,NA,71,87,80,77,NA,12.264,75,0,0,0,0,6,4,0,0,76,50,44,51,68,79,79,80,27,44,37,39,36,1963,2,"white","Some college",2,4,2,2,65000,4,"none","out_control","Democrat","Republican",0,0,1,0,78.75,3.33333333333333,48.3333333333333,75.3333333333333,39,0,76,76,80,27,"Female",57,"Strong","Some college","white",68.45
"513","R_1r3aTTzZ9DkpZ4V",400,1,NA,1,NA,NA,NA,44,66,30,22,NA,21.224,33,0,0,0,0,0,0,0,91,4,50,50,50,57,92,93,0,40,22,10,23,24,1950,1,"white","Graduate",7,7,3,2,65000,6,"none","out_control","Republican","Democrat",0,0,1,0,40.5,0,50,80.6666666666667,19.75,4,91,87,40,0,"Male",70,"Strong","Graduate","white",31.2
"514","R_1eWC9PqDTtHjljy",1720,1,NA,1,NA,NA,NA,24,25,36,41,NA,13.415,31,0,0,0,0,0,0,0,95,37,50,50,50,31,9,0,0,18,91,69,32,27,1963,2,"white","Some college",7,7,3,8,45000,8,"none","out_control","Republican","Democrat",0,0,1,0,31.5,0,50,13.3333333333333,54.75,37,95,58,18,0,"Female",57,"Strong","Some college","white",22.2
"515","R_31sdEA1oWMwPcSM",634,2,NA,NA,1,NA,NA,82,70,61,80,6.916,NA,10,11,0,0,0,10,10,20,0,100,100,100,100,91,72,100,60,9,64,61,52,49,1991,2,"white","Graduate",1,1,4,1,95000,5,"none","out_correct","Democrat","Republican",0,0,1,2.75,73.25,13.3333333333333,100,87.6666666666667,56.5,0,100,100,60,9,"Female",29,"Strong","Graduate","white",62.95
"516","R_11ivPfO3Nu0WuQJ",324,2,NA,NA,1,NA,NA,57,62,74,68,20.902,NA,25,35,11,5,3,85,30,25,13,80,25,20,24,83,69,63,70,17,65,74,57,55,1987,2,"white","Some college",2,1,3,1,55000,5,"none","out_correct","Democrat","Republican",0,0,1,13.5,65.25,46.6666666666667,23,71.6666666666667,62.75,13,80,67,70,17,"Female",33,"Strong","Some college","white",54.95
"517","R_3F3VDtnPGNxi4ZT",437,2,NA,NA,1,NA,NA,33,63,16,29,NA,16.862,36,0,0,0,0,0,12,0,13,98,50,50,50,5,7,1,18,2,4,1,1,0,1968,2,"white","Some college",3,4,2,1,85000,6,"none","out_control","Democrat","Republican",0,0,1,0,35.25,4,50,4.33333333333333,1.5,13,98,85,18,2,"Female",52,"Strong","Some college","white",24.95
"518","R_1LCec5WSuTlNCoN",562,1,NA,2,NA,NA,NA,67,75,58,63,NA,14.339,65,0,10,10,10,9,8,10,60,61,50,50,50,8,7,6,6,69,10,8,0,0,1986,1,"white","Bachelors",5,4,3,1,112500,5,"none","out_control","Republican","Democrat",0,0,1,7.5,65.75,9,50,7,4.5,61,60,-1,69,6,"Male",34,"Not strong","Bachelors","white",56.45
"519","R_3qrPGdeAaywrTNW",472,1,NA,2,NA,NA,NA,65,90,85,100,NA,19.646,100,0,0,0,0,0,0,0,100,0,50,50,50,20,0,0,0,20,30,0,0,0,1993,2,"white","Some college",7,3,1,1,95000,7,"none","out_control","Republican","Democrat",0,0,1,0,85,0,50,6.66666666666667,7.5,0,100,100,20,0,"Female",27,"Not strong","Some college","white",75.7
"520","R_cvxzExFmS0KcsFj",553,2,NA,NA,1,NA,NA,10,23,3,3,NA,21.539,9,0,0,0,0,0,0,0,19,89,40,40,40,10,10,5,7,2,19,19,5,0,1966,2,"white","Some college",2,4,3,2,75000,6,"none","out_control","Democrat","Republican",0,0,1,0,9.75,0,40,8.33333333333333,10.75,19,89,70,7,2,"Female",54,"Strong","Some college","white",-0.550000000000001
"521","R_27g1Krx2O4pXrc6",609,2,NA,NA,1,NA,NA,79,67,70,74,NA,21.589,73,58,64,93,92,58,14,97,16,91,91,53,94,83,69,84,86,30,68,9,3,3,1986,2,"hispanic","Some college",4,5,4,2,55000,7,"none","out_control","Democrat","Republican",0,0,1,76.75,72.5,56.3333333333333,79.3333333333333,78.6666666666667,20.75,16,91,75,86,30,"Female",34,"Strong","Some college","hispanic",62.2
"522","R_elFKKAgpAplQuc1",327,1,NA,1,NA,NA,NA,34,40,37,33,NA,5.075,35,0,0,0,0,0,0,0,95,2,60,63,54,5,3,8,23,60,75,75,72,73,1994,2,"white","Graduate",6,3,3,3,85000,7,"none","out_control","Republican","Democrat",0,0,1,0,36,0,59,5.33333333333333,73.75,2,95,93,60,23,"Female",26,"Strong","Graduate","white",26.7
"523","R_2uIIDx4Xw91BRKs",273,2,NA,NA,1,NA,NA,61,70,60,40,NA,4.092,60,6,20,0,5,9,5,5,5,81,51,52,51,77,75,70,56,4,81,59,58,70,1986,1,"white","Bachelors",2,1,3,1,75000,5,"none","out_control","Democrat","Republican",0,0,1,7.75,57.75,6.33333333333333,51.3333333333333,74,67,5,81,76,56,4,"Male",34,"Strong","Bachelors","white",47.45
"524","R_1g6kCjDhHwUgFPe",347,2,NA,NA,2,NA,NA,50,20,20,40,26.994,NA,10,10,0,0,1,1,4,4,50,59,4,19,9,10,12,12,14,1,0,0,0,0,1996,2,"white","Some college",4,2,1,2,15000,8,"none","out_correct","Democrat","Republican",0,0,1,2.75,32.5,3,10.6666666666667,11.3333333333333,0,50,59,9,14,1,"Female",24,"Not strong","Some college","white",22.2
"525","R_9BsswEmH7sCouLT",290,2,NA,NA,1,NA,NA,10,15,5,10,NA,12.061,10,0,0,0,0,0,0,0,50,80,70,70,70,40,10,40,10,5,60,40,10,55,1996,1,"asian","Bachelors",2,2,1,1,45000,6,"none","out_control","Democrat","Republican",0,0,1,0,10,0,70,30,41.25,50,80,30,10,5,"Male",24,"Strong","Bachelors","asian",-0.300000000000001
"526","R_3rNkBMXNUVkAwTz",204,2,NA,NA,1,NA,NA,63,74,73,67,10.103,NA,40,5,0,0,1,0,0,0,6,77,50,50,50,33,12,89,94,2,87,59,24,60,1988,1,"white","Some college",2,1,1,1,45000,7,"none","out_correct","Democrat","Republican",0,0,1,1.5,69.25,0,50,44.6666666666667,57.5,6,77,71,94,2,"Male",32,"Strong","Some college","white",58.95
"527","R_2rjUFG1Lv64P8Nl",312,1,NA,2,NA,NA,NA,14,10,10,31,22.5,NA,17,0,0,0,0,0,0,0,76,17,51,51,51,0,0,0,4,10,51,40,6,5,1973,2,"white","Some college",6,6,2,7,85000,6,"none","out_correct","Republican","Democrat",0,0,1,0,16.25,0,51,0,25.5,17,76,59,10,4,"Female",47,"Not strong","Some college","white",6.95
"528","R_bDk1Ts054ZG7W5b",697,2,NA,NA,1,NA,NA,51,40,55,73,83.45,NA,32,0,21,6,0,10,1,8,40,71,9,3,9,9,10,35,23,8,15,60,10,6,1985,2,"black","Bachelors",2,2,1,2,187500,4,"none","out_correct","Democrat","Republican",0,0,1,6.75,54.75,6.33333333333333,7,18,22.75,40,71,31,23,8,"Female",35,"Strong","Bachelors","black",44.45
"529","R_3iDyo3ZLU91XdiI",321,2,NA,NA,1,NA,NA,75,100,79,73,29.652,NA,68,3,3,0,1,2,6,8,34,98,0,0,0,90,72,65,63,0,86,73,26,27,1989,2,"black","Graduate",2,5,1,1,65000,6,"none","out_correct","Democrat","Republican",0,0,1,1.75,81.75,5.33333333333333,0,75.6666666666667,53,34,98,64,63,0,"Female",31,"Strong","Graduate","black",71.45
"530","R_2xWWDKFglhHPeik",687,2,NA,NA,1,NA,NA,78,83,79,80,56.799,NA,10,5,2,5,4,4,4,12,15,88,18,15,24,47,43,30,75,25,56,42,57,59,47,2,"black","Graduate",3,5,3,1,187500,4,"none","out_correct","Democrat","Republican",0,0,1,4,80,6.66666666666667,19,40,53.5,15,88,73,75,25,"Female",47,"Strong","Graduate","black",69.7
"531","R_2yrBQybxRpjswNT",867,2,NA,NA,2,NA,NA,20,20,10,10,63.327,NA,20,0,0,0,0,0,0,0,5,90,60,50,50,60,70,60,60,10,5,6,15,10,1978,2,"black","Graduate",2,6,3,1,225000,4,"none","out_correct","Democrat","Republican",0,0,1,0,15,0,53.3333333333333,63.3333333333333,9,5,90,85,60,10,"Female",42,"Not strong","Graduate","black",4.7
"532","R_3ELl3GX7XRSVykv",538,1,NA,1,NA,NA,NA,87,92,98,99,23.895,NA,72,0,0,0,0,55,56,51,57,8,51,51,51,4,1,9,0,89,13,17,7,14,1968,2,"white","Bachelors",7,2,1,4,25000,8,"none","out_correct","Republican","Democrat",0,0,1,0,94,54,51,4.66666666666667,12.75,8,57,49,89,0,"Female",52,"Strong","Bachelors","white",84.7
"533","R_5bgudNuhzqU9oIN",365,2,NA,NA,1,NA,NA,19,10,10,20,NA,7.961,20,0,0,0,0,24,0,19,6,71,30,40,0,32,50,67,35,0,5,0,0,0,1972,2,"white","Bachelors",3,1,3,1,225000,4,"none","out_control","Democrat","Republican",0,0,1,0,14.75,14.3333333333333,23.3333333333333,49.6666666666667,1.25,6,71,65,35,0,"Female",48,"Strong","Bachelors","white",4.45
"534","R_2dPWrrBDCJaGr7H",500,2,NA,NA,1,NA,NA,67,77,50,56,12.384,NA,10,0,0,0,4,2,9,0,37,75,50,50,50,20,18,41,62,0,61,21,43,11,1994,2,"white","Some college",3,1,3,1,25000,8,"none","out_correct","Democrat","Republican",0,0,1,1,62.5,3.66666666666667,50,26.3333333333333,34,37,75,38,62,0,"Female",26,"Strong","Some college","white",52.2
"535","R_2fIJjqN34TK9XcL",831,2,NA,NA,1,NA,NA,18,60,15,15,NA,17.226,20,5,2,2,2,5,2,0,15,95,85,85,60,70,55,65,100,2,2,20,5,15,1953,1,"white","Bachelors",2,1,1,5,65000,8,"none","out_control","Democrat","Republican",0,0,1,2.75,27,2.33333333333333,76.6666666666667,63.3333333333333,10.5,15,95,80,100,2,"Male",67,"Strong","Bachelors","white",16.7
"536","R_3mgiGDg8YmtRcl1",395,2,NA,NA,1,NA,NA,47,63,62,0,17.42,NA,27,0,14,2,0,22,15,24,25,75,22,3,0,66,61,51,72,9,37,51,36,51,1970,2,"white","Bachelors",1,1,2,1,65000,6,"none","out_correct","Democrat","Republican",0,0,1,4,43,20.3333333333333,8.33333333333333,59.3333333333333,43.75,25,75,50,72,9,"Female",50,"Strong","Bachelors","white",32.7
"537","R_SAT1KwxofxBhN5f",458,1,NA,1,NA,NA,NA,75,80,80,80,NA,10.043,70,20,15,20,20,30,20,30,100,0,100,100,100,80,80,90,20,90,80,30,30,30,31,2,"white","Some college",7,5,2,2,15000,6,"none","out_control","Republican","Democrat",0,0,1,18.75,78.75,26.6666666666667,100,83.3333333333333,42.5,0,100,100,90,20,"Female",31,"Strong","Some college","white",69.45
"538","R_3LYmtjecUyS7toU",385,2,NA,NA,1,NA,NA,20,50,25,10,NA,24.677,20,0,15,25,0,100,10,100,30,70,0,10,5,50,0,50,20,10,30,30,20,10,1987,2,"white","Some college",1,1,4,2,65000,7,"none","out_control","Democrat","Republican",0,0,1,10,26.25,70,5,33.3333333333333,22.5,30,70,40,20,10,"Female",33,"Strong","Some college","white",15.95
"539","R_YWC1T1CLHyUnQbL",1146,1,NA,1,NA,NA,NA,75,80,80,80,48.087,NA,81,0,0,0,5,0,0,0,90,20,50,50,50,80,51,100,0,10,80,30,30,10,1989,1,"white","Bachelors",7,7,3,1,55000,6,"none","out_correct","Republican","Democrat",0,0,1,1.25,78.75,0,50,77,37.5,20,90,70,10,0,"Male",31,"Strong","Bachelors","white",69.45
"540","R_1LcyiHIo5AjldRv",856,1,NA,2,NA,NA,NA,15,15,15,25,NA,42.634,15,3,0,0,0,0,0,0,80,19,25,20,20,55,55,90,50,50,60,0,10,10,1983,2,"white","Bachelors",6,5,3,7,112500,5,"none","out_control","Republican","Democrat",0,0,1,0.75,17.5,0,21.6666666666667,66.6666666666667,20,19,80,61,50,50,"Female",37,"Not strong","Bachelors","white",8.2
"541","R_UlmX3p7fCOEtJTj",749,2,NA,NA,1,NA,NA,89,79,4,89,NA,88.767,83,31,65,12,3,71,70,26,36,90,30,31,47,80,65,96,79,8,25,24,26,26,1973,1,"hispanic","Bachelors",2,1,3,1,95000,5,"none","out_control","Democrat","Republican",0,0,1,27.75,65.25,55.6666666666667,36,80.3333333333333,25.25,36,90,54,79,8,"Male",47,"Strong","Bachelors","hispanic",54.95
"542","R_svtl1wAZXU2crgB",642,2,NA,NA,1,NA,NA,30,60,33,71,NA,5.765,45,9,9,10,3,11,29,10,6,81,50,50,48,54,56,100,81,11,73,62,83,82,1979,2,"white","Some college",1,4,1,1,112500,8,"none","out_control","Democrat","Republican",0,0,1,7.75,48.5,16.6666666666667,49.3333333333333,70,75,6,81,75,81,11,"Female",41,"Strong","Some college","white",38.2
"543","R_2DTDbPVAFSSbIoa",293,1,NA,1,NA,NA,NA,29,61,33,46,NA,7.981,34,5,30,24,10,9,31,11,62,35,47,48,45,46,57,88,19,60,61,38,31,26,1986,1,"white","Bachelors",6,5,2,1,75000,6,"none","out_control","Republican","Democrat",0,0,1,17.25,42.25,17,46.6666666666667,63.6666666666667,39,35,62,27,60,19,"Male",34,"Strong","Bachelors","white",32.95
"544","R_vZGeoofRwH8V865",238,2,NA,NA,1,NA,NA,40,28,31,32,NA,4.262,40,0,0,10,10,0,0,30,0,65,50,50,50,100,100,100,60,0,100,100,80,100,1987,1,"white","Bachelors",1,1,2,4,15000,10,"none","out_control","Democrat","Republican",0,0,1,5,32.75,10,50,100,95,0,65,65,60,0,"Male",33,"Strong","Bachelors","white",22.45
"545","R_tYyslluCsU8wg6Z",332,2,NA,NA,1,NA,NA,43,56,37,36,NA,9.188,47,28,32,40,30,32,56,45,2,76,40,50,50,92,85,68,51,12,66,66,57,60,1995,2,"white","Bachelors",1,1,1,4,55000,6,"none","out_control","Democrat","Republican",0,0,1,32.5,43,44.3333333333333,46.6666666666667,81.6666666666667,62.25,2,76,74,51,12,"Female",25,"Strong","Bachelors","white",32.7
"546","R_1GVMJngT8LMBZwE",536,2,NA,NA,1,NA,NA,75,70,65,60,27.339,NA,20,5,0,10,0,15,10,20,20,80,55,55,60,20,25,30,35,10,15,5,20,5,2000,1,"hispanic","HS or less",2,2,3,6,35000,7,"none","out_correct","Democrat","Republican",0,0,1,3.75,67.5,15,56.6666666666667,25,11.25,20,80,60,35,10,"Male",20,"Strong","HS or less","hispanic",57.2
"547","R_3LZ2hK0V47vk2KM",574,1,NA,1,NA,NA,NA,5,5,8,3,NA,19.469,6,0,3,0,4,5,0,0,100,0,54,50,67,57,58,100,39,69,100,100,91,79,1974,2,"white","Some college",7,7,3,7,65000,5,"none","out_control","Republican","Democrat",0,0,1,1.75,5.25,1.66666666666667,57,71.6666666666667,92.5,0,100,100,69,39,"Female",46,"Strong","Some college","white",-4.05
"548","R_3qR1sSTkebgfF2V",734,1,NA,1,NA,NA,NA,90,90,80,70,NA,30.318,82,5,5,5,5,5,5,5,90,10,48,48,48,80,50,100,70,48,30,45,45,45,1970,2,"white","Some college",6,5,3,7,65000,7,"none","out_control","Republican","Democrat",0,0,1,5,82.5,5,48,76.6666666666667,41.25,10,90,80,48,70,"Female",50,"Strong","Some college","white",73.2
"549","R_QhKVec1TUJhmCvn",207,1,NA,1,NA,NA,NA,37,39,38,28,NA,6.608,24,4,17,18,14,24,22,11,80,15,24,33,27,53,35,60,38,46,33,32,38,34,1987,1,"white","Bachelors",7,6,2,1,95000,5,"none","out_control","Republican","Democrat",0,0,1,13.25,35.5,19,28,49.3333333333333,34.25,15,80,65,46,38,"Male",33,"Strong","Bachelors","white",26.2
"550","R_e370DkOVvQ9UC9r",832,2,NA,NA,1,NA,NA,30,70,40,60,NA,54.231,30,0,0,0,0,70,90,80,0,80,50,50,50,100,100,100,90,0,20,30,30,100,1981,1,"hispanic","Graduate",2,1,4,1,112500,6,"none","out_control","Democrat","Republican",0,0,1,0,50,80,50,100,45,0,80,80,90,0,"Male",39,"Strong","Graduate","hispanic",39.7
"551","R_1nSGuQan8cKosMQ",320,2,NA,NA,1,NA,NA,20,21,13,16,NA,12.098,15,0,0,0,0,41,11,40,4,88,0,0,0,82,95,93,92,2,27,36,32,24,1962,2,"white","Graduate",2,2,3,1,112500,5,"none","out_control","Democrat","Republican",0,0,1,0,17.5,30.6666666666667,0,90,29.75,4,88,84,92,2,"Female",58,"Strong","Graduate","white",7.2
"552","R_3GuFMFVjo34Z5ZY",378,2,NA,NA,1,NA,NA,10,10,10,10,NA,11.406,10,0,0,0,0,0,0,0,50,50,60,60,50,50,50,50,5,0,0,0,0,0,1975,1,"asian","Bachelors",2,2,4,1,112500,5,"none","out_control","Democrat","Republican",0,0,1,0,10,0,56.6666666666667,50,0,50,50,0,5,0,"Male",45,"Strong","Bachelors","asian",-0.300000000000001
"553","R_3GCy2dXLYTRCzlr",541,2,NA,NA,1,NA,NA,82,65,89,69,NA,11.815,77,72,68,40,91,81,100,48,78,75,40,65,70,71,84,74,91,72,97,74,64,63,1983,1,"white","HS or less",5,5,3,2,15000,4,"none","out_control","Democrat","Republican",0,0,1,67.75,76.25,76.3333333333333,58.3333333333333,76.3333333333333,74.5,78,75,-3,91,72,"Male",37,"Strong","HS or less","white",65.95
"554","R_9uw8v6q7tl5ULsZ",749,1,NA,1,NA,NA,NA,78,76,77,73,NA,26.171,76,0,0,0,0,0,0,0,93,9,50,50,50,15,16,87,11,70,3,9,8,0,1946,2,"white","Bachelors",6,7,3,5,15000,5,"none","out_control","Republican","Democrat",0,0,1,0,76,0,50,39.3333333333333,5,9,93,84,70,11,"Female",74,"Strong","Bachelors","white",66.7
"555","R_upKHNRhr5EqeLw5",311,1,NA,1,NA,NA,NA,100,100,100,100,NA,8.423,100,0,24,100,100,100,100,100,100,0,100,100,100,0,100,100,100,100,0,0,0,0,1992,1,"white","Bachelors",7,7,3,1,35000,4,"none","out_control","Republican","Democrat",0,0,1,56,100,100,100,66.6666666666667,0,0,100,100,100,100,"Male",28,"Strong","Bachelors","white",90.7
"556","R_3snddamHd30kafR",655,2,NA,NA,1,NA,NA,3,3,8,2,35.586,NA,7,0,0,0,0,11,0,7,34,90,2,0,0,11,0,0,18,0,8,0,0,1,1964,2,"white","Bachelors",1,1,3,5,65000,7,"none","out_correct","Democrat","Republican",0,0,1,0,4,6,0.666666666666667,3.66666666666667,2.25,34,90,56,18,0,"Female",56,"Strong","Bachelors","white",-6.3
"557","R_2VrvUTUBUOPx4rg",864,1,NA,1,NA,NA,NA,55,30,60,45,NA,21.8,45,20,10,15,65,60,40,85,100,10,50,50,50,85,75,80,45,95,70,30,25,14,1987,2,"white","HS or less",6,7,2,1,65000,7,"none","out_control","Republican","Democrat",0,0,1,27.5,47.5,61.6666666666667,50,80,34.75,10,100,90,95,45,"Female",33,"Strong","HS or less","white",38.2
"558","R_A0UGFlIz84zdpy9",466,1,NA,2,NA,NA,NA,28,16,41,67,NA,11.743,38,0,0,0,0,0,0,0,67,24,39,33,32,33,29,83,0,39,0,0,0,0,1980,2,"white","Bachelors",6,1,3,1,150000,8,"none","out_control","Republican","Democrat",0,0,1,0,38,0,34.6666666666667,48.3333333333333,0,24,67,43,39,0,"Female",40,"Not strong","Bachelors","white",28.7
"559","R_szG8EsrxsREDiJr",414,2,NA,NA,1,NA,NA,51,50,69,63,NA,7.934,67,0,0,0,0,0,0,50,9,72,50,50,50,0,12,29,24,2,51,0,0,25,1982,2,"white","Graduate",2,1,1,1,35000,5,"none","out_control","Democrat","Republican",0,0,1,0,58.25,16.6666666666667,50,13.6666666666667,19,9,72,63,24,2,"Female",38,"Strong","Graduate","white",47.95
"560","R_2dtrIk95Q7e5qHG",491,1,NA,1,NA,NA,NA,70,100,100,100,43.157,NA,82,0,0,0,0,50,0,0,97,7,0,0,0,5,5,6,0,100,50,40,50,70,1989,2,"white","Some college",6,6,2,7,55000,7,"none","out_correct","Republican","Democrat",0,0,1,0,92.5,16.6666666666667,0,5.33333333333333,52.5,7,97,90,100,0,"Female",31,"Strong","Some college","white",83.2
"561","R_sFKdADgYlojbxZf",868,1,NA,1,NA,NA,NA,0,0,0,0,NA,20.448,55,0,0,0,0,0,0,0,90,33,50,50,50,65,58,35,3,6,65,14,10,0,2000,2,"white","Some college",6,6,2,6,112500,4,"none","out_control","Republican","Democrat",0,0,1,0,0,0,50,52.6666666666667,22.25,33,90,57,6,3,"Female",20,"Strong","Some college","white",-9.3
"562","R_pzpah6TGFcGSHJL",835,2,NA,NA,1,NA,NA,33,30,20,15,NA,5.625,18,7,5,1,2,60,35,20,10,75,55,60,51,60,45,30,30,3,30,22,20,15,1969,1,"white","Bachelors",2,1,1,2,35000,5,"none","out_control","Democrat","Republican",0,0,1,3.75,24.5,38.3333333333333,55.3333333333333,45,21.75,10,75,65,30,3,"Male",51,"Strong","Bachelors","white",14.2
"563","R_27r6TcwaziB2r9H",694,2,NA,NA,1,NA,NA,30,30,30,5,12.029,NA,10,0,0,0,0,0,0,9,20,80,50,50,50,10,20,30,30,20,25,0,20,20,1996,1,"white","Bachelors",1,1,3,6,15000,3,"none","out_correct","Democrat","Republican",0,0,1,0,23.75,3,50,20,16.25,20,80,60,30,20,"Male",24,"Strong","Bachelors","white",13.45
"564","R_21zXoq2EZ1rmAMc",388,1,NA,1,NA,NA,NA,0,70,0,0,36.819,NA,64,9,9,0,1,9,9,0,85,0,66,72,68,60,44,70,0,70,90,60,55,39,1979,1,"white","Bachelors",6,7,1,1,65000,7,"none","out_correct","Republican","Democrat",0,0,1,4.75,17.5,6,68.6666666666667,58,61,0,85,85,70,0,"Male",41,"Strong","Bachelors","white",8.2
"565","R_2WGCpDLZDwfVeWA",933,1,NA,1,NA,NA,NA,34,27,31,31,40.235,NA,20,0,0,9,0,8,0,0,70,6,50,50,51,55,62,72,0,10,NA,NA,0,9,1944,2,"white","Graduate",5,5,4,5,112500,4,"none","out_correct","Republican","Democrat",0,0,1,2.25,30.75,2.66666666666667,50.3333333333333,63,NA,6,70,64,10,0,"Female",76,"Strong","Graduate","white",21.45
"566","R_24eoB14WrEl2YF2",629,1,NA,1,NA,NA,NA,70,80,60,70,19.242,NA,50,3,5,12,20,43,45,37,82,4,60,60,52,48,47,46,10,100,70,40,49,39,1975,2,"other","Some college",6,4,4,4,45000,8,"none","out_correct","Republican","Democrat",0,0,1,10,70,41.6666666666667,57.3333333333333,47,49.5,4,82,78,100,10,"Female",45,"Strong","Some college","other",60.7
"567","R_3qVYq1EcN2p6qqD",717,1,NA,1,NA,NA,NA,86,72,60,92,47.563,NA,45,9,9,15,51,10,10,54,80,0,76,92,92,100,100,100,55,100,95,75,54,66,1983,1,"white","Some college",7,6,3,1,45000,5,"none","out_correct","Republican","Democrat",0,0,1,21,77.5,24.6666666666667,86.6666666666667,100,72.5,0,80,80,100,55,"Male",37,"Strong","Some college","white",68.2
"568","R_1ikayunHFI4RvaV",393,2,NA,NA,1,NA,NA,60,30,15,40,NA,15.92,30,10,0,0,0,80,10,5,20,65,60,49,40,70,50,60,60,10,10,15,20,15,1982,2,"white","Graduate",2,4,4,1,55000,6,"none","out_control","Democrat","Republican",0,0,1,2.5,36.25,31.6666666666667,49.6666666666667,60,15,20,65,45,60,10,"Female",38,"Strong","Graduate","white",25.95
"569","R_u8hU7rgXVe9X077",452,2,NA,NA,1,NA,NA,0,1,11,9,NA,15.846,5,0,0,0,0,0,1,75,14,100,38,38,36,19,27,23,18,0,16,17,13,25,1954,2,"white","Some college",1,1,4,5,65000,5,"none","out_control","Democrat","Republican",0,0,1,0,5.25,25.3333333333333,37.3333333333333,23,17.75,14,100,86,18,0,"Female",66,"Strong","Some college","white",-5.05
"570","R_10ORqAOZBpwDXNh",330,1,NA,1,NA,NA,NA,9,15,7,11,NA,12.122,10,0,0,0,0,0,0,0,74,51,28,27,42,8,51,51,7,8,0,0,1,0,1951,1,"white","Some college",6,7,4,1,150000,4,"none","out_control","Republican","Democrat",0,0,1,0,10.5,0,32.3333333333333,36.6666666666667,0.25,51,74,23,8,7,"Male",69,"Strong","Some college","white",1.2
"571","R_2vY90uaN31GpcbU",433,2,NA,NA,1,NA,NA,29,20,30,30,NA,19.895,25,0,0,0,0,0,0,0,20,70,50,50,50,40,62,40,65,9,60,30,20,30,1979,2,"white","Graduate",2,6,3,1,75000,5,"none","out_control","Democrat","Republican",0,0,1,0,27.25,0,50,47.3333333333333,35,20,70,50,65,9,"Female",41,"Strong","Graduate","white",16.95
"572","R_um1Nt5YgZuxNHMt",558,1,NA,1,NA,NA,NA,24,58,59,83,29.648,NA,19,3,0,0,0,0,0,0,75,33,50,50,50,18,18,88,0,91,64,16,12,20,1985,2,"white","Bachelors",6,1,1,1,112500,4,"none","out_correct","Republican","Democrat",0,0,1,0.75,56,0,50,41.3333333333333,28,33,75,42,91,0,"Female",35,"Strong","Bachelors","white",46.7
"573","R_3s4a8Nm4CVAyav9",620,1,NA,1,NA,NA,NA,60,54,57,61,16.169,NA,15,0,0,0,0,2,3,2,31,24,2,2,2,11,22,26,1,44,17,10,15,15,1961,2,"white","Some college",6,7,3,1,65000,7,"none","out_correct","Republican","Democrat",0,0,1,0,58,2.33333333333333,2,19.6666666666667,14.25,24,31,7,44,1,"Female",59,"Strong","Some college","white",48.7
"574","R_27BGxQarmoz5uzo",2635,2,NA,NA,1,NA,NA,0,100,0,0,58.63,NA,80,0,0,0,0,75,0,20,5,100,20,10,0,85,90,100,100,0,100,50,100,95,1980,2,"asian","Bachelors",3,4,1,1,85000,4,"none","out_correct","Democrat","Republican",0,0,1,0,25,31.6666666666667,10,91.6666666666667,86.25,5,100,95,100,0,"Female",40,"Strong","Bachelors","asian",14.7
"575","R_3R1KeijxQYuaM3V",586,1,NA,1,NA,NA,NA,100,100,100,100,NA,25.536,100,0,0,0,0,0,0,0,100,0,90,90,90,100,0,0,0,100,0,0,0,0,1972,2,"white","HS or less",7,4,2,2,85000,7,"none","out_control","Republican","Democrat",0,0,1,0,100,0,90,33.3333333333333,0,0,100,100,100,0,"Female",48,"Strong","HS or less","white",90.7
"576","R_1IBsBVEQPQXdZBj",541,2,NA,NA,1,NA,NA,27,45,27,30,NA,22.981,26,0,0,0,0,5,5,0,21,100,50,50,50,10,10,10,55,0,5,0,0,0,1965,2,"asian","Graduate",3,7,3,7,187500,3,"none","out_control","Democrat","Republican",0,0,1,0,32.25,3.33333333333333,50,10,1.25,21,100,79,55,0,"Female",55,"Strong","Graduate","asian",21.95
